date,time,temperature,dewpoint,humidity,windspeed,condition
2016-01-01,00:51,43,29,58,17,Cloudy
2016-01-01,01:51,43,28,56,16,Cloudy
2016-01-01,02:51,42,27,55,13,Cloudy
2016-01-01,03:51,42,27,55,13,Cloudy
2016-01-01,04:51,41,28,60,13,Cloudy
2016-01-01,05:51,41,28,60,13,Cloudy
2016-01-01,06:51,41,28,60,13,Mostly Cloudy
2016-01-01,07:51,41,27,57,10,Cloudy
2016-01-01,08:51,40,26,58,10,Mostly Cloudy
2016-01-01,09:51,40,26,58,9,Cloudy
2016-01-01,10:51,41,25,53,12,Cloudy
2016-01-01,11:51,42,26,53,14,Mostly Cloudy
2016-01-01,12:51,41,25,53,14,Cloudy
2016-01-01,13:51,41,25,53,16,Cloudy
2016-01-01,14:51,40,25,55,18,Mostly Cloudy
2016-01-01,15:51,40,22,49,15,Mostly Cloudy
2016-01-01,16:51,40,20,45,14,Partly Cloudy
2016-01-01,17:51,39,20,46,13,Partly Cloudy
2016-01-01,18:51,39,22,50,15,Partly Cloudy
2016-01-01,19:51,38,22,53,10,Fair
2016-01-01,20:51,38,20,48,12,Fair
2016-01-01,21:51,37,19,48,15,Fair
2016-01-01,22:51,36,19,50,16,Fair
2016-01-01,23:51,37,16,42,15,Fair
2016-01-02,00:51,36,16,44,13,Fair
2016-01-02,01:51,36,17,46,20,Fair
2016-01-02,02:51,36,18,48,14,Mostly Cloudy
2016-01-02,03:51,36,19,50,18,Mostly Cloudy
2016-01-02,04:51,35,20,54,18,Partly Cloudy
2016-01-02,05:51,35,20,54,18,Fair
2016-01-02,06:51,35,20,54,12,Partly Cloudy
2016-01-02,07:51,35,20,54,8,Mostly Cloudy
2016-01-02,08:51,35,18,50,9,Mostly Cloudy
2016-01-02,09:51,36,18,48,13,Mostly Cloudy
2016-01-02,10:51,37,18,46,14,Mostly Cloudy
2016-01-02,11:51,38,20,48,15,Mostly Cloudy
2016-01-02,12:51,40,19,43,7,Partly Cloudy
2016-01-02,13:51,40,20,45,12,Mostly Cloudy
2016-01-02,14:51,40,20,45,10,Mostly Cloudy
2016-01-02,15:51,40,20,45,12,Mostly Cloudy
2016-01-02,16:51,41,21,45,18,Mostly Cloudy
2016-01-02,17:51,39,19,45,16,Partly Cloudy
2016-01-02,18:51,38,20,48,8,Fair
2016-01-02,19:51,37,19,48,7,Fair
2016-01-02,20:51,37,19,48,7,Fair
2016-01-02,21:51,37,20,50,12,Fair
2016-01-02,22:51,37,20,50,10,Fair
2016-01-02,23:51,37,21,52,13,Fair
2016-01-03,00:51,37,21,52,9,Fair
2016-01-03,01:51,37,21,52,12,Fair
2016-01-03,02:51,36,22,57,8,Fair
2016-01-03,03:51,37,22,54,9,Fair
2016-01-03,04:51,37,21,52,13,Fair
2016-01-03,05:51,37,23,57,9,Fair
2016-01-03,06:51,38,22,53,10,Fair
2016-01-03,07:51,38,23,55,9,Fair
2016-01-03,08:51,41,22,47,16,Fair
2016-01-03,09:51,43,22,43,13,Fair
2016-01-03,10:51,45,21,39,12,Partly Cloudy
2016-01-03,11:51,46,20,35,15,Partly Cloudy
2016-01-03,12:51,46,22,39,17,Partly Cloudy
2016-01-03,13:51,45,23,42,17,Partly Cloudy
2016-01-03,14:51,44,25,47,16,Partly Cloudy
2016-01-03,15:51,43,22,43,15,Partly Cloudy
2016-01-03,16:51,43,23,45,9,Mostly Cloudy
2016-01-03,17:51,43,24,47,9,Partly Cloudy
2016-01-03,18:51,42,23,47,12,Partly Cloudy
2016-01-03,19:51,40,24,53,14,Partly Cloudy
2016-01-03,20:51,40,24,53,13,Fair
2016-01-03,21:51,39,25,57,10,Fair
2016-01-03,22:51,39,25,57,13,Fair
2016-01-03,23:51,39,25,57,12,Fair
2016-01-04,00:51,38,25,60,16,Fair
2016-01-04,01:51,38,25,60,13,Mostly Cloudy
2016-01-04,02:51,37,21,52,23,Mostly Cloudy / Windy
2016-01-04,03:51,36,19,50,18,Mostly Cloudy
2016-01-04,04:51,35,18,50,13,Mostly Cloudy
2016-01-04,05:51,33,19,56,16,Partly Cloudy
2016-01-04,06:51,32,19,59,14,Mostly Cloudy
2016-01-04,07:51,31,18,59,18,Mostly Cloudy
2016-01-04,08:51,31,17,57,15,Mostly Cloudy
2016-01-04,09:51,31,15,52,18,Partly Cloudy
2016-01-04,10:51,30,12,47,17,Fair
2016-01-04,11:51,31,11,43,17,Fair
2016-01-04,12:51,31,9,40,15,Fair
2016-01-04,13:51,31,9,40,24,Fair / Windy
2016-01-04,14:51,29,11,47,16,Fair
2016-01-04,15:51,27,9,47,21,Fair / Windy
2016-01-04,16:51,24,8,51,22,Fair / Windy
2016-01-04,17:51,23,9,55,15,Fair
2016-01-04,18:51,21,6,53,23,Partly Cloudy / Windy
2016-01-04,19:51,20,7,57,21,Mostly Cloudy / Windy
2016-01-04,20:51,19,6,57,24,Mostly Cloudy / Windy
2016-01-04,21:51,18,6,60,28,Fair / Windy
2016-01-04,22:51,16,5,62,25,Partly Cloudy / Windy
2016-01-04,23:51,16,5,62,16,Mostly Cloudy
2016-01-05,00:51,15,5,64,23,Fair / Windy
2016-01-05,01:51,14,4,64,17,Fair
2016-01-05,02:51,15,4,61,16,Fair
2016-01-05,03:51,14,5,67,18,Fair
2016-01-05,04:51,14,4,64,18,Fair
2016-01-05,05:51,14,3,62,15,Fair
2016-01-05,06:51,14,3,62,16,Fair
2016-01-05,07:51,14,5,67,14,Fair
2016-01-05,08:51,16,4,59,12,Fair
2016-01-05,09:51,19,4,52,9,Fair
2016-01-05,10:51,20,3,48,18,Fair
2016-01-05,11:51,22,1,40,13,Fair
2016-01-05,12:51,25,0,34,13,Fair
2016-01-05,13:51,27,1,33,9,Fair
2016-01-05,14:51,29,-1,28,13,Fair
2016-01-05,15:51,29,-1,28,7,Fair
2016-01-05,16:51,28,2,33,6,Fair
2016-01-05,17:51,28,4,36,7,Fair
2016-01-05,18:51,28,7,41,6,Fair
2016-01-05,19:51,28,7,41,0,Fair
2016-01-05,20:51,29,6,38,0,Fair
2016-01-05,21:51,29,2,32,3,Fair
2016-01-05,22:51,30,5,35,6,Fair
2016-01-05,23:51,30,4,33,0,Fair
2016-01-06,00:51,30,6,36,6,Fair
2016-01-06,01:51,30,6,36,5,Fair
2016-01-06,02:51,28,5,38,0,Cloudy
2016-01-06,03:51,27,7,43,0,Fair
2016-01-06,04:51,27,10,49,0,Cloudy
2016-01-06,05:51,27,11,51,3,Cloudy
2016-01-06,06:51,27,11,51,5,Cloudy
2016-01-06,07:51,28,10,47,5,Cloudy
2016-01-06,08:51,31,9,40,9,Fair
2016-01-06,09:51,33,4,29,12,Fair
2016-01-06,10:51,34,7,32,8,Partly Cloudy
2016-01-06,11:51,37,4,25,8,Partly Cloudy
2016-01-06,12:51,40,3,21,3,Fair
2016-01-06,13:51,42,2,19,0,Fair
2016-01-06,14:51,41,2,20,10,Fair
2016-01-06,15:51,41,4,21,10,Fair
2016-01-06,16:51,38,11,33,10,Fair
2016-01-06,17:51,38,14,38,7,Fair
2016-01-06,18:51,39,7,27,9,Fair
2016-01-06,19:51,38,9,30,8,Fair
2016-01-06,20:51,37,7,29,7,Fair
2016-01-06,21:51,37,9,31,9,Fair
2016-01-06,22:51,37,9,31,6,Fair
2016-01-06,23:51,35,10,35,7,Fair
2016-01-07,00:51,34,9,35,6,Fair
2016-01-07,01:51,35,11,37,3,Fair
2016-01-07,02:51,34,10,37,6,Fair
2016-01-07,03:51,33,13,43,3,Fair
2016-01-07,04:51,33,12,42,5,Fair
2016-01-07,05:51,34,15,46,10,Partly Cloudy
2016-01-07,06:51,34,11,38,5,Partly Cloudy
2016-01-07,07:51,35,10,35,0,Mostly Cloudy
2016-01-07,08:51,38,8,29,5,Cloudy
2016-01-07,09:51,40,12,32,3,Fair
2016-01-07,10:51,43,11,27,0,Cloudy
2016-01-07,11:51,44,10,25,0,Mostly Cloudy
2016-01-07,12:51,45,14,29,3,Cloudy
2016-01-07,13:51,46,15,29,0,Mostly Cloudy
2016-01-07,14:51,46,16,30,0,Mostly Cloudy
2016-01-07,15:51,47,16,29,3,Mostly Cloudy
2016-01-07,16:51,46,18,33,3,Mostly Cloudy
2016-01-07,17:51,45,22,40,0,Mostly Cloudy
2016-01-07,18:51,46,25,44,3,Mostly Cloudy
2016-01-07,19:51,45,22,40,0,Fair
2016-01-07,20:51,42,27,55,6,Fair
2016-01-07,21:51,41,20,43,7,Fair
2016-01-07,22:51,40,17,40,5,Fair
2016-01-07,23:51,40,17,40,6,Fair
2016-01-08,00:51,38,22,53,6,Fair
2016-01-08,01:51,37,21,52,8,Fair
2016-01-08,02:51,37,22,54,7,Partly Cloudy
2016-01-08,03:51,36,20,52,5,Fair
2016-01-08,04:51,35,18,50,8,Fair
2016-01-08,05:51,35,18,50,9,Fair
2016-01-08,06:51,35,21,57,6,Fair
2016-01-08,07:51,35,24,64,7,Partly Cloudy
2016-01-08,08:51,37,25,62,9,Mostly Cloudy
2016-01-08,09:51,39,30,70,13,Mostly Cloudy
2016-01-08,10:51,41,31,67,13,Mostly Cloudy
2016-01-08,11:51,43,32,65,16,Mostly Cloudy
2016-01-08,12:51,42,33,70,12,Cloudy
2016-01-08,13:51,42,33,70,16,Cloudy
2016-01-08,14:51,43,34,71,12,Mostly Cloudy
2016-01-08,15:51,44,35,71,7,Cloudy
2016-01-08,16:51,46,36,68,10,Cloudy
2016-01-08,17:51,46,34,63,12,Cloudy
2016-01-08,18:51,46,32,58,13,Cloudy
2016-01-08,19:51,45,32,60,9,Cloudy
2016-01-08,20:51,45,33,63,12,Cloudy
2016-01-08,21:51,43,34,71,14,Cloudy
2016-01-08,22:51,43,34,71,9,Cloudy
2016-01-08,23:51,42,34,73,16,Cloudy
2016-01-09,00:51,42,34,73,16,Cloudy
2016-01-09,01:51,42,35,76,16,Mostly Cloudy
2016-01-09,02:51,42,35,76,15,Mostly Cloudy
2016-01-09,03:51,42,35,76,14,Cloudy
2016-01-09,04:51,42,35,76,10,Cloudy
2016-01-09,05:51,41,35,79,13,Cloudy
2016-01-09,06:51,42,36,79,9,Cloudy
2016-01-09,07:51,42,37,82,10,Mostly Cloudy
2016-01-09,08:51,43,38,82,10,Cloudy
2016-01-09,09:51,44,38,79,14,Cloudy
2016-01-09,10:51,45,39,80,14,Cloudy
2016-01-09,11:51,45,39,80,14,Cloudy
2016-01-09,12:51,45,41,86,12,Light Rain
2016-01-09,13:51,45,41,86,12,Cloudy
2016-01-09,14:51,46,41,83,14,Cloudy
2016-01-09,15:51,45,41,86,15,Cloudy
2016-01-09,16:51,46,41,83,9,Cloudy
2016-01-09,17:51,45,41,86,9,Cloudy
2016-01-09,18:51,46,41,83,8,Cloudy
2016-01-09,19:51,47,41,80,8,Cloudy
2016-01-09,20:51,46,41,83,6,Light Drizzle
2016-01-09,21:51,46,42,86,10,Cloudy
2016-01-09,22:51,46,42,86,10,Cloudy
2016-01-09,23:51,46,43,89,10,Cloudy
2016-01-10,00:51,46,43,89,10,Light Rain
2016-01-10,01:51,46,43,89,14,Cloudy
2016-01-10,02:51,46,43,89,17,Cloudy
2016-01-10,03:51,46,43,89,14,Rain
2016-01-10,04:51,46,43,89,18,Heavy Rain
2016-01-10,05:51,46,44,93,16,Rain
2016-01-10,06:51,47,45,93,20,Rain
2016-01-10,07:51,48,46,93,7,Heavy Rain
2016-01-10,08:51,58,54,87,26,Light Rain / Windy
2016-01-10,09:51,59,56,90,20,Cloudy
2016-01-10,10:51,57,55,93,18,Light Drizzle
2016-01-10,11:51,58,55,90,18,Fog
2016-01-10,12:51,58,55,90,18,Cloudy
2016-01-10,13:51,57,55,93,16,Fog
2016-01-10,14:51,56,54,93,16,Fog
2016-01-10,15:51,55,53,93,15,Light Rain
2016-01-10,16:51,58,47,67,15,Mostly Cloudy
2016-01-10,17:51,58,44,60,12,Partly Cloudy
2016-01-10,18:51,56,42,60,17,Fair
2016-01-10,19:51,53,39,59,16,Mostly Cloudy
2016-01-10,20:51,49,31,50,21,Fair / Windy
2016-01-10,21:51,45,27,49,23,Fair / Windy
2016-01-10,22:51,42,25,51,18,Fair
2016-01-10,23:51,42,24,49,16,Mostly Cloudy
2016-01-11,00:51,40,22,49,20,Mostly Cloudy
2016-01-11,01:51,40,19,43,21,Mostly Cloudy / Windy
2016-01-11,02:51,38,19,47,21,Partly Cloudy / Windy
2016-01-11,03:51,35,17,48,21,Partly Cloudy / Windy
2016-01-11,04:51,34,14,44,17,Fair
2016-01-11,05:51,34,13,42,13,Fair
2016-01-11,06:51,33,14,46,17,Fair
2016-01-11,07:51,32,11,42,20,Fair
2016-01-11,08:51,31,9,40,21,Fair / Windy
2016-01-11,09:51,32,8,37,17,Partly Cloudy
2016-01-11,10:51,33,8,35,22,Fair / Windy
2016-01-11,11:51,33,9,37,16,Partly Cloudy
2016-01-11,12:51,34,8,34,15,Fair
2016-01-11,13:51,35,7,31,18,Fair
2016-01-11,14:51,35,6,30,17,Fair
2016-01-11,15:51,35,5,28,21,Fair / Windy
2016-01-11,16:51,33,5,31,20,Fair
2016-01-11,17:51,33,7,34,14,Fair
2016-01-11,18:51,31,5,33,14,Fair
2016-01-11,19:51,30,3,32,13,Fair
2016-01-11,20:51,29,5,36,17,Fair
2016-01-11,21:51,29,4,35,10,Fair
2016-01-11,22:51,29,6,38,12,Fair
2016-01-11,23:51,28,5,38,12,Fair
2016-01-12,00:51,28,5,38,7,Fair
2016-01-12,01:51,27,5,39,3,Partly Cloudy
2016-01-12,02:51,27,6,41,0,Partly Cloudy
2016-01-12,03:51,27,5,39,0,Mostly Cloudy
2016-01-12,04:51,27,6,41,0,Mostly Cloudy
2016-01-12,05:51,27,7,43,6,Partly Cloudy
2016-01-12,06:51,28,7,41,6,Mostly Cloudy
2016-01-12,07:51,28,7,41,7,Mostly Cloudy
2016-01-12,08:51,30,10,43,8,Mostly Cloudy
2016-01-12,09:51,32,14,48,10,Mostly Cloudy
2016-01-12,10:51,39,21,49,14,Mostly Cloudy
2016-01-12,11:51,41,17,38,18,Cloudy
2016-01-12,12:51,43,21,42,15,Cloudy
2016-01-12,13:51,44,22,42,16,Cloudy
2016-01-12,14:51,44,18,35,10,Cloudy
2016-01-12,15:51,44,21,40,24,Cloudy / Windy
2016-01-12,16:51,39,30,70,20,Light Rain
2016-01-12,17:51,38,30,73,8,Cloudy
2016-01-12,18:51,38,29,70,7,Mostly Cloudy
2016-01-12,19:51,38,29,70,7,Mostly Cloudy
2016-01-12,20:51,40,26,58,26,Cloudy / Windy
2016-01-12,21:51,35,21,57,21,Mostly Cloudy / Windy
2016-01-12,22:51,33,19,56,17,Partly Cloudy
2016-01-12,23:51,32,12,44,24,Partly Cloudy / Windy
2016-01-13,00:51,29,9,43,28,Fair / Windy
2016-01-13,01:51,28,9,45,22,Partly Cloudy / Windy
2016-01-13,02:51,27,8,45,23,Fair / Windy
2016-01-13,03:51,26,8,47,15,Partly Cloudy
2016-01-13,04:51,24,8,51,22,Fair / Windy
2016-01-13,05:51,24,7,48,22,Fair / Windy
2016-01-13,06:51,24,8,51,23,Fair / Windy
2016-01-13,07:51,24,7,48,20,Fair
2016-01-13,08:51,24,7,48,18,Fair
2016-01-13,09:51,25,6,45,23,Fair / Windy
2016-01-13,10:51,27,6,41,24,Fair / Windy
2016-01-13,11:51,28,5,38,28,Fair / Windy
2016-01-13,12:51,29,6,38,15,Fair
2016-01-13,13:51,30,5,35,21,Fair / Windy
2016-01-13,14:51,31,8,38,18,Fair
2016-01-13,15:51,30,6,36,10,Partly Cloudy
2016-01-13,16:51,29,7,40,15,Partly Cloudy
2016-01-13,17:51,27,5,39,18,Mostly Cloudy
2016-01-13,18:51,26,5,41,20,Partly Cloudy
2016-01-13,19:51,26,6,43,14,Cloudy
2016-01-13,20:51,25,5,43,14,Cloudy
2016-01-13,21:51,25,4,41,15,Cloudy
2016-01-13,22:51,24,5,44,16,Cloudy
2016-01-13,23:51,25,5,43,14,Cloudy
2016-01-14,00:51,24,3,40,15,Mostly Cloudy
2016-01-14,01:51,24,4,42,9,Cloudy
2016-01-14,02:51,24,3,40,12,Cloudy
2016-01-14,03:51,24,5,44,12,Cloudy
2016-01-14,04:51,24,5,44,12,Cloudy
2016-01-14,05:51,25,11,55,8,Light Snow
2016-01-14,06:51,26,13,58,6,Cloudy
2016-01-14,07:51,26,11,53,10,Cloudy
2016-01-14,08:51,27,8,45,12,Mostly Cloudy
2016-01-14,09:51,30,9,41,14,Mostly Cloudy
2016-01-14,10:51,31,9,40,10,Mostly Cloudy
2016-01-14,11:51,32,12,44,13,Cloudy
2016-01-14,12:51,33,13,43,17,Mostly Cloudy
2016-01-14,13:51,36,15,43,15,Mostly Cloudy
2016-01-14,14:51,37,18,46,12,Mostly Cloudy
2016-01-14,15:51,38,19,47,15,Cloudy
2016-01-14,16:51,38,20,48,14,Cloudy
2016-01-14,17:51,38,21,51,8,Cloudy
2016-01-14,18:51,38,20,48,5,Cloudy
2016-01-14,19:51,39,21,49,3,Cloudy
2016-01-14,20:51,39,22,50,3,Partly Cloudy
2016-01-14,21:51,37,23,57,7,Mostly Cloudy
2016-01-14,22:51,37,24,59,6,Cloudy
2016-01-14,23:51,36,22,57,5,Cloudy
2016-01-15,00:51,35,22,59,5,Cloudy
2016-01-15,01:51,35,22,59,5,Partly Cloudy
2016-01-15,02:51,35,23,61,3,Partly Cloudy
2016-01-15,03:51,36,25,64,7,Partly Cloudy
2016-01-15,04:51,36,25,64,0,Partly Cloudy
2016-01-15,05:51,37,28,70,0,Cloudy
2016-01-15,06:51,36,28,73,5,Cloudy
2016-01-15,07:51,37,29,73,3,Cloudy
2016-01-15,08:51,38,30,73,5,Mostly Cloudy
2016-01-15,09:51,39,31,73,6,Cloudy
2016-01-15,10:51,41,33,73,7,Cloudy
2016-01-15,11:51,43,34,71,7,Cloudy
2016-01-15,12:51,49,37,64,8,Cloudy
2016-01-15,13:51,50,35,57,5,Cloudy
2016-01-15,14:51,46,37,71,7,Cloudy
2016-01-15,15:51,47,38,71,8,Cloudy
2016-01-15,16:51,50,41,71,9,Cloudy
2016-01-15,17:51,49,40,71,15,Cloudy
2016-01-15,18:51,49,40,71,12,Cloudy
2016-01-15,19:51,49,40,71,7,Cloudy
2016-01-15,20:51,49,41,74,3,Cloudy
2016-01-15,21:51,47,41,80,6,Cloudy
2016-01-15,22:51,45,41,86,10,Cloudy
2016-01-15,23:51,44,41,89,6,Cloudy
2016-01-16,00:51,44,41,89,9,Cloudy
2016-01-16,01:51,42,40,92,18,Rain
2016-01-16,02:51,42,40,92,15,Light Rain
2016-01-16,03:51,43,40,89,7,Light Rain
2016-01-16,04:51,44,40,85,8,Light Rain
2016-01-16,05:51,44,40,85,6,Cloudy
2016-01-16,06:51,43,40,89,10,Light Rain
2016-01-16,07:51,44,40,85,10,Light Rain
2016-01-16,08:51,44,40,85,17,Cloudy
2016-01-16,09:51,44,39,82,9,Cloudy
2016-01-16,10:51,45,40,82,10,Cloudy
2016-01-16,11:51,47,40,77,13,Mostly Cloudy
2016-01-16,12:51,49,38,66,15,Partly Cloudy
2016-01-16,13:51,50,38,63,10,Mostly Cloudy
2016-01-16,14:51,51,36,56,10,Mostly Cloudy
2016-01-16,15:51,51,33,50,14,Mostly Cloudy
2016-01-16,16:51,51,34,52,14,Cloudy
2016-01-16,17:51,48,31,52,15,Cloudy
2016-01-16,18:51,47,32,56,12,Mostly Cloudy
2016-01-16,19:51,47,31,54,9,Cloudy
2016-01-16,20:51,47,30,52,13,Cloudy
2016-01-16,21:51,45,30,56,14,Cloudy
2016-01-16,22:51,44,30,58,17,Mostly Cloudy
2016-01-16,23:51,44,30,58,12,Mostly Cloudy
2016-01-17,00:51,43,30,60,15,Mostly Cloudy
2016-01-17,01:51,42,31,65,14,Cloudy
2016-01-17,02:51,41,29,62,15,Cloudy
2016-01-17,03:51,40,25,55,13,Mostly Cloudy
2016-01-17,04:51,38,22,53,15,Fair
2016-01-17,05:51,37,22,54,13,Fair
2016-01-17,06:51,36,21,55,12,Mostly Cloudy
2016-01-17,07:51,36,20,52,8,Cloudy
2016-01-17,08:51,36,21,55,10,Cloudy
2016-01-17,09:51,36,20,52,8,Cloudy
2016-01-17,10:51,36,20,52,8,Cloudy
2016-01-17,11:51,36,19,50,9,Cloudy
2016-01-17,12:51,36,19,50,9,Cloudy
2016-01-17,13:51,36,19,50,7,Cloudy
2016-01-17,14:51,34,21,59,6,Light Snow
2016-01-17,15:51,33,24,70,8,Light Snow
2016-01-17,16:51,32,27,82,9,Light Snow
2016-01-17,17:51,31,27,85,8,Light Snow
2016-01-17,18:51,32,27,82,9,Light Snow
2016-01-17,19:51,32,27,82,7,Light Snow
2016-01-17,20:51,32,26,79,10,Mostly Cloudy
2016-01-17,21:51,32,25,75,13,Partly Cloudy
2016-01-17,22:51,32,24,73,8,Partly Cloudy
2016-01-17,23:51,33,25,72,10,Cloudy
2016-01-18,00:51,33,23,66,12,Fair
2016-01-18,01:51,33,24,70,12,Fair
2016-01-18,02:51,32,24,73,14,Fair
2016-01-18,03:51,32,22,66,16,Fair
2016-01-18,04:51,31,10,42,23,Fair / Windy
2016-01-18,05:51,28,4,36,20,Partly Cloudy
2016-01-18,06:51,25,15,66,16,Light Snow
2016-01-18,07:51,24,9,53,23,Mostly Cloudy / Windy
2016-01-18,08:51,25,10,53,20,Fair
2016-01-18,09:51,25,8,49,23,Fair / Windy
2016-01-18,10:51,26,4,39,24,Fair / Windy
2016-01-18,11:51,28,6,39,21,Fair / Windy
2016-01-18,12:51,28,6,39,22,Partly Cloudy / Windy
2016-01-18,13:51,28,0,30,23,Fair / Windy
2016-01-18,14:51,27,0,31,22,Partly Cloudy / Windy
2016-01-18,15:51,27,5,39,21,Mostly Cloudy / Windy
2016-01-18,16:51,25,4,41,20,Partly Cloudy
2016-01-18,17:51,25,5,43,23,Partly Cloudy / Windy
2016-01-18,18:51,24,3,40,26,Partly Cloudy / Windy
2016-01-18,19:51,23,4,44,21,Fair / Windy
2016-01-18,20:51,22,3,44,20,Fair
2016-01-18,21:51,21,1,42,24,Fair / Windy
2016-01-18,22:51,20,2,46,21,Fair / Windy
2016-01-18,23:51,20,2,46,20,Fair
2016-01-19,00:51,20,2,46,18,Fair
2016-01-19,01:51,19,3,50,23,Fair / Windy
2016-01-19,02:51,19,3,50,20,Fair
2016-01-19,03:51,19,3,50,17,Fair
2016-01-19,04:51,19,3,50,18,Fair
2016-01-19,05:51,19,3,50,21,Fair / Windy
2016-01-19,06:51,19,3,50,20,Fair
2016-01-19,07:51,19,4,52,21,Fair / Windy
2016-01-19,08:51,19,4,52,20,Fair
2016-01-19,09:51,22,6,51,26,Fair / Windy
2016-01-19,10:51,24,6,46,25,Fair / Windy
2016-01-19,11:51,26,5,41,21,Fair / Windy
2016-01-19,12:51,27,8,45,29,Fair / Windy
2016-01-19,13:51,28,6,39,26,Fair / Windy
2016-01-19,14:51,29,7,40,26,Fair / Windy
2016-01-19,15:51,30,8,40,21,Partly Cloudy / Windy
2016-01-19,16:51,30,8,40,23,Partly Cloudy / Windy
2016-01-19,17:51,29,8,41,17,Fair
2016-01-19,18:51,29,7,40,21,Fair / Windy
2016-01-19,19:51,29,9,43,20,Fair
2016-01-19,20:51,29,11,47,20,Fair
2016-01-19,21:51,29,12,49,22,Mostly Cloudy / Windy
2016-01-19,22:51,29,13,51,15,Mostly Cloudy
2016-01-19,23:51,30,15,54,21,Partly Cloudy / Windy
2016-01-20,00:51,30,16,56,26,Fair / Windy
2016-01-20,01:51,30,16,56,18,Fair
2016-01-20,02:51,30,16,56,15,Fair
2016-01-20,03:51,30,16,56,15,Fair
2016-01-20,04:51,30,16,56,14,Fair
2016-01-20,05:51,30,16,56,9,Partly Cloudy
2016-01-20,06:51,30,17,59,8,Fair
2016-01-20,07:51,31,18,59,14,Partly Cloudy
2016-01-20,08:51,32,17,54,16,Mostly Cloudy
2016-01-20,09:51,33,18,54,15,Mostly Cloudy
2016-01-20,10:51,34,17,50,18,Mostly Cloudy
2016-01-20,11:51,36,18,48,17,Mostly Cloudy
2016-01-20,12:51,37,18,46,13,Mostly Cloudy
2016-01-20,13:51,37,17,44,8,Mostly Cloudy
2016-01-20,14:51,37,17,44,10,Cloudy
2016-01-20,15:51,37,16,42,8,Cloudy
2016-01-20,16:51,36,17,46,8,Cloudy
2016-01-20,17:51,36,18,48,9,Mostly Cloudy
2016-01-20,18:51,35,18,50,10,Mostly Cloudy
2016-01-20,19:51,35,18,50,8,Cloudy
2016-01-20,20:51,34,18,52,10,Cloudy
2016-01-20,21:51,34,17,50,10,Cloudy
2016-01-20,22:51,33,17,52,7,Cloudy
2016-01-20,23:51,32,17,54,7,Cloudy
2016-01-21,01:51,31,14,50,8,Cloudy
2016-01-21,02:51,31,15,52,8,Cloudy
2016-01-21,03:51,30,14,51,8,Cloudy
2016-01-21,04:51,29,16,58,12,Cloudy
2016-01-21,05:51,28,14,56,12,Partly Cloudy
2016-01-21,06:51,28,15,58,12,Fair
2016-01-21,07:51,29,15,56,14,Fair
2016-01-21,08:51,30,14,51,12,Fair
2016-01-21,09:51,31,14,50,16,Fair
2016-01-21,10:51,33,14,46,14,Fair
2016-01-21,11:51,35,15,44,20,Fair
2016-01-21,12:51,36,15,43,16,Partly Cloudy
2016-01-21,13:51,37,14,39,16,Partly Cloudy
2016-01-21,14:51,37,14,39,16,Partly Cloudy
2016-01-21,15:51,36,15,43,21,Partly Cloudy / Windy
2016-01-21,16:51,34,14,44,20,Partly Cloudy
2016-01-21,17:51,33,14,46,14,Mostly Cloudy
2016-01-21,18:51,33,15,48,17,Partly Cloudy
2016-01-21,19:51,32,15,50,13,Partly Cloudy
2016-01-21,20:51,31,14,50,16,Fair
2016-01-21,21:51,30,14,51,18,Fair
2016-01-21,22:51,29,10,45,17,Partly Cloudy
2016-01-21,23:51,28,10,47,21,Fair / Windy
2016-01-22,00:51,26,8,47,16,Fair
2016-01-22,01:51,25,7,46,16,Fair
2016-01-22,02:51,24,6,46,10,Fair
2016-01-22,03:51,24,7,48,10,Fair
2016-01-22,04:51,23,6,48,7,Fair
2016-01-22,05:51,23,7,50,12,Fair
2016-01-22,06:51,23,6,48,10,Fair
2016-01-22,07:51,23,6,48,9,Mostly Cloudy
2016-01-22,08:51,24,6,46,12,Mostly Cloudy
2016-01-22,09:51,28,6,39,13,Cloudy
2016-01-22,10:51,26,6,43,13,Cloudy
2016-01-22,11:51,28,6,39,7,Cloudy
2016-01-22,12:51,29,7,40,9,Cloudy
2016-01-22,13:51,29,7,40,8,Cloudy
2016-01-22,14:51,29,6,38,10,Cloudy
2016-01-22,15:51,30,7,38,7,Cloudy
2016-01-22,16:51,29,7,40,9,Cloudy
2016-01-22,17:51,29,8,41,9,Cloudy
2016-01-22,18:51,29,8,41,8,Cloudy
2016-01-22,19:51,29,8,41,10,Cloudy
2016-01-22,20:51,29,8,41,10,Cloudy
2016-01-22,21:51,29,9,43,10,Cloudy
2016-01-22,22:51,28,13,53,10,Light Snow
2016-01-22,23:51,27,20,75,15,Light Snow
2016-01-23,00:51,27,23,85,17,Light Snow
2016-01-23,01:51,27,23,85,22,Light Snow / Windy
2016-01-23,02:51,27,22,81,25,Light Snow / Windy
2016-01-23,03:51,27,23,85,29,Light Snow / Windy
2016-01-23,04:51,27,24,89,26,Snow / Windy
2016-01-23,05:51,26,23,88,18,Snow
2016-01-23,06:51,28,25,88,31,Snow / Windy
2016-01-23,07:51,28,26,92,32,Heavy Snow / Windy
2016-01-23,08:51,28,25,88,32,Heavy Snow / Windy
2016-01-23,09:51,28,25,88,33,Heavy Snow / Windy
2016-01-23,10:51,28,25,88,25,Snow / Windy
2016-01-23,11:51,28,25,88,28,Snow / Windy
